Issue_ID,Title,Description,amb_f_T,amb_f_TD,inc_f_T,inc_f_TD,amb_d_T,amb_d_TD,inc_d_T,inc_d_TD,amb_a_T,amb_a_TD,inc_a_T,inc_a_TD,amb_s_T,amb_s_TD,inc_s_T,inc_s_TD,sum_amb_T,sum_amb_TD,sum_inc_T,sum_inc_TD,Final_amb_T,Final_amb_TD,Final_inc_T,Final_inc_TD
ISSUE-206193,[QA] Script for filling the ledger doesn't work,"Steps to Reproduce: 1. Set up the pool. 2. Make sure that it works by sending several transactions. 3. Stop the pool. 4. Set yourself as indy user. 5. Run the generate_txns.py script. 6. Run the add_json_txns_to_ledger.py. Actual Results: ubuntu@californiaQALarge1:~/txn_add$ sudo python3 add_json_txns_to_ledger.py txns100K1 2018-04-08 11:37:57,866 | DEBUG | __init__.py ( 59) | register | Registered VCS backend: git 2018-04-08 11:37:57,920 | DEBUG | __init__.py ( 59) | register | Registered VCS backend: hg 2018-04-08 11:37:57,979 | DEBUG | __init__.py ( 59) | register | Registered VCS backend: svn 2018-04-08 11:37:57,979 | DEBUG | __init__.py ( 59) | register | Registered VCS backend: bzr NODE_NAME=Node1 NODE_PORT=9701 NODE_CLIENT_PORT=9702 CLIENT_CONNECTIONS_LIMIT=15360 2018-04-08 11:37:58,486 | DEBUG | ledger.py ( 207) | start | Starting ledger... 2018-04-08 11:37:58,492 | DEBUG | ledger.py ( 78) | recoverTree | Recovering tree from hash store of size 18 2018-04-08 11:37:58,492 | DEBUG | ledger.py ( 88) | recoverTree | Recovered tree in 0.0003837309777736664 seconds 2018-04-08 11:37:58,512 | DEBUG | ledger.py ( 207) | start | Starting ledger... 2018-04-08 11:37:58,517 | DEBUG | ledger.py ( 78) | recoverTree | Recovering tree from hash store of size 15 2018-04-08 11:37:58,518 | DEBUG | ledger.py ( 88) | recoverTree | Recovered tree in 0.000365738058462739 seconds 2018-04-08 11:37:58,518 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node1 (Gw6pDLhcBcoQesN72qfotTgFa7cbuqZpkX3Xo6pLhPhv) order to 5 2018-04-08 11:37:58,518 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node2 (8ECVSk179mjsjKRLWiQtssMLgp6EPhWXtaYyStWPSGAb) order to 5 2018-04-08 11:37:58,518 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node3 (DKVxG2fXXTU8yT5N7hGEbXB3dfdAnYv1JczDUHpmDxya) order to 5 2018-04-08 11:37:58,518 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node4 (4PS3EDQ3dW1tci1Bp6543CfuuebjFrg36kLAUcskGfaA) order to 5 2018-04-08 11:37:58,518 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node5 (4SWokCJWJc69Tn74VvLS6t2G2ucvXqM9FDMsWJjmsUxe) order to 5 2018-04-08 11:37:58,519 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node6 (Cv1Ehj43DDM5ttNBmC6VPpEfwXWwfGktHwjDJsTV5Fz8) order to 5 2018-04-08 11:37:58,519 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node7 (BM8dTooz5uykCbYSAAFwKNkYfT4koomBHsSWHTDtkjhW) order to 5 2018-04-08 11:37:58,519 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node8 (98VysG35LxrutKTNXvhaztPFHnx5u9kHtT7PnUGqDa8x) order to 5 2018-04-08 11:37:58,519 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node9 (6pfbFuX5tx7u3XKz8MNK4BJiHxvEcnGRBs1AQyNaiEQL) order to 5 2018-04-08 11:37:58,519 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node10 (HaNW78ayPK4b8vTggD4smURBZw7icxJpjZvCMLdUueiN) order to 6 2018-04-08 11:37:58,519 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node11 (2zUsJuF9suBy2iKkcgmm8uoMB6u5Dq2oHoRuchrZbj2N) order to 6 2018-04-08 11:37:58,519 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node12 (BXV4SXKEJeYQ8XCRHgpw1Xume5ntqALsRhbUYcF85Mse) order to 6 2018-04-08 11:37:58,519 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node13 (71WAtEevzz8aZr8baNJhQCUDLwRhM7LeaErSKNWWKxzn) order to 6 2018-04-08 11:37:58,519 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node14 (FEUGMFWCSAM725vyH8JZnsitiNUy31NPhugVKb8zDpng) order to 6 2018-04-08 11:37:58,520 | INFO | pool_manager.py ( 425) | _set_node_order | Node1 sets node Node15 (DPZ8GJ1NyNZGJMU6qQZVuBsumY1aVzvcV4FqQK9Y215x) order to 6 2018-04-08 11:37:58,540 | INFO | node.py ( 777) | _create_bls_bft | BLS: BLS Signatures will be used for Node Node1 Traceback (most recent call last): File """"add_json_txns_to_ledger.py"""", line 91, in <module> config=config) File """"/usr/local/lib/python3.5/dist-packages/plenum/server/node.py"""", line 195, in __init__ self.addGenesisNyms() File """"/usr/local/lib/python3.5/dist-packages/plenum/server/node.py"""", line 2699, in addGenesisNyms self.addNewRole(txn) File """"/usr/local/lib/python3.5/dist-packages/plenum/server/node.py"""", line 2666, in addNewRole v = DidVerifier(verkey, identifier=identifier) File """"/usr/local/lib/python3.5/dist-packages/plenum/common/verifier.py"""", line 34, in __init__ assert verkey, 'verkey must be provided' AssertionError: verkey must be provided Expected Results: Generated transactions should be written.",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0
ISSUE-207334,Send NYM command is not executed on Shakedown Pool 1,"Build Info: 0.3.103 Steps to Reproduce: 1. Connect test environment. 2. Execute """"send NYM"""" with some destination parameter. Actual Results: There is no error/success message. NYM is not added. Expected Results: There should be error/success message. NYM should be added.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-206998,roll back default where zmq high water mark = 0,"This is a follow-up to INDY-366. In that ticket, we changed the default FIFO queue in ZMQ to be unlimited. This makes certain problems less likely, but it also masks problems for a lot longer. I would be more comfortable that we were truly robust if: # The high water mark were finite (e.g., 100,000). # We had a way to detect that we are nearing the high water mark, and that we would report a graceful error that makes this condition easy to diagnose. # We implemented logic in STP to discard old messages rather than new ones. (Desirable but not necessarily required.) # If we exceed the high water mark, we exit the daemon process gracefully rather than crashing due to an out-of-memory condition. This ticket is to track the work in items 1-4. Possibly 3 could be omitted.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0
ISSUE-206222,Errors with configs during installation,indy-node 1.3.412 Steps to Reproduce: 1. Install indy-node package. Actual Result: Errors appear at the end of installation: /var/lib/dpkg/info/indy-node.postinst: line 129: /etc/supervisor/indy-node.conf: No such file or directory grep: /etc/indy/node_control.conf: No such file or directory Expected Results: Errors should not appear.,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,1,0
ISSUE-207211,Node crashes if out of disk space,"During the test node crashed with leveldb exception """"no space left on device"""". Probably we should process such a case more gracefully",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
ISSUE-205565,Unable to choose volume type using pool automation scripts,Actual Results: Now we unable to choose volume type using pool automation scripts and all volumes have standart (magnetic) type but when we create instances manually all volumes have gp2 (ssd) type. Expected Results: It would be nice to configure volume type the same as its size.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ISSUE-205746,1.6.74 Release,Task Overview Perform all necessary tasks in order to release Acceptance Criteria * Code is tested * Release is tagged * Release notes are drafted * Release notes are reviewed by Docs and Product Management * A new release of Indy-Plenum is part of this release,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,4,0,0,0,1,0
ISSUE-207177,"Ledgers """"stall"""" gracefully","*Ledgers """"stall"""" gracefully.* When a node is applying ledger txns to state, and runs into a ledger txn that causes an exception during deserialization or validation or processing, then the failure will be handled gracefully. A nice error message outlining the specific issue will be put to the log. That ledger will be set to a """"STALLED"""" state. On startup, or on upgrade, or maybe even periodically, the node will reattempt to restart a stalled ledger, that is, process the ledger entry that failed. It will not proceed past the current state, and it will not participate in 3pc on any txns for that ledger. With this stalled concept, we don't need a separate consensus protocol for each ledger. The combination of *Ledgers """"stall"""" gracefully* and *Consensus may not be required* means we can recover from some nasty bugs.",0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,1,0
ISSUE-207246,Sovrin-Client: Show command cannot show files with space in the name,"Setup Details: Running Sovrin 0.3.20 sovrin> show """"/WindowsEnding fabre invitation"""" Invalid command: 'show """"/WindowsEnding fabre invitation""""' Show command does not understand file names with space in them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-207346,Unexpected behavior of the testSendNodeSucceedsIfServicesIsMissed test,The test makes downstream tests failed and hung testing.,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
ISSUE-207079,Node with malformed ldb files has inconsistent behavior,"Build Info: sovrin-node 0.3.161 sovrin-client 0.3.150 Overview: Node with malformed ldb files has inconsistent behavior. Steps to Reproduce - Case 1: 1. Delete any symbols from last changed ~/attr_db/ .ldb file. 2. Start the node with malformed ldb file. Steps to Reproduce - Case 2: 1. Delete any symbols from last changed ~/config_state/ .ldb file. 2. Start the node with malformed ldb file. Actual Results: 1. Node starts successful if files in ~/attr_db/, ~/idr_cache_db/, ~/seq_no_db/ are malformed. 2. Node fails if files in ~/config_state/, ~/domain_state/, ~/pool_state/ are malformed. Expected Results: Clarification is needed due to +node starts successful when ALL this ldb files are absent+ (and they are partially recreated during the work with node).",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0
ISSUE-205870,Node can't catch up large ledger,"*Environment:* indy-node 1.5.551 *Steps to Reproduce:* 1. Restore pool from backup with large ledger (1,340,000 txns), keep one node clear (Node24 in attached logs). 2. Start the pool exclude clear node. 3. Initialize clear node and start it. => Domain ledger of clear node is 30txns. 4. Wait several hours. *Actual Results:* Clear node still has 30 txns in domain ledger, following messages appear in logs of the rest nodes: 2018-08-15 09:29:56,416|INFO|ledger_manager.py|Node1 received catchup request: CATCHUP_REQ from Node24 2018-08-15 09:29:56,416|INFO|ledger_manager.py|Node1 generating consistency proof: 1117110 from 1340508 2018-08-15 09:30:12,778|WARNING|prepare_batch.py|Too many split steps were done 9. Batches were not created 2018-08-15 09:30:12,779|WARNING|prepare_batch.py|Too many split steps were done 9. Batches were not created ...... several hundreds of the same messages ...... 2018-08-15 09:30:12,812|WARNING|prepare_batch.py|Too many split steps were done 9. Batches were not created 2018-08-15 09:30:12,812|WARNING|prepare_batch.py|Too many split steps were done 9. Batches were not created 2018-08-15 09:30:12,812|WARNING|prepare_batch.py|Too many split steps were done 9. Batches were not created 2018-08-15 09:30:12,812|ERROR|batched.py|Node1 cannot create batch(es) for Node24 *Expected Results:* Clear node should complete catch up. *Additional Information:* * Pool restore was performed not quite right. Nodes 15, 18 and 25 were not started with the rest ones. 15 and 18 were started later (after steps to reproduce), 25 was not started at all. * The same behavior for 730K txns in the ledger, when all nodes were restored correctly. Logs: s3://qanodelogs/indy-1595 To get logs, run following command on log processor machine: aws s3 cp --recursive s3://qanodelogs/indy-1595/ /home/ev/logs/indy-1595/",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0
ISSUE-207163,F-value tests: How many nodes can I lose before the network stops? Is it 2f+1? Is it n-f?,F-value tests: How many nodes can I lose before the network stops? Is it 2f+1? Is it n-f? Things tried: Findings:,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
ISSUE-205602,Write and Read request flow,Create Activity diagrams for write and read request flows including optimistic and negative scenarios.,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,4,0,0,0,1,0
ISSUE-207255,Sovrin-Client: Show file command of not much use,"See the related defect INDY-179, The """"*show <file>""""* command does not support tabbing like a linux shell does, which means you have to know in advance where the file resides. To do that you have to get back to the linux file system. User could then very well use linux based editors like VI or NANO or others to read this file. Hence this command is redundant and not of much use.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
ISSUE-205400,Update docs for Transaction Author agreement,* Update `requests.md` and `transactions.md` ** Add info about new TAA fields ** Add info about the new txns and requests for TAA and AML * Update `auth_map.md` with the information about the `owner` field,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
ISSUE-205519,Incorrect pool upgrade txn validation,"Build Info: indy-node 1.6.760 Steps to Reproduce: 1. Send pool upgrade txn with time span with 1 day / 1 month / 1 year (but with the same HH:MM:SS time). Actual Results: not a valid schedule since time span between upgrades is 0 seconds which is less than specified in the config"""",)', 'op': 'REQNACK', 'identifier': 'V4SGRU86Z58d6TV7PBUe6f'} Expected Results: Pool upgrade command should be validated correctly.",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0
ISSUE-205808,Performance of monitor should be improved,"Under high load when requests are received faster than they are ordered _monitor.requestOrdered_ starts taking significant portion of time, which leads to even slower ordering. This should be fixed.",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,1,0,0,0
ISSUE-205232,PBFT View Change Debug: Part 2,* Make sure that all the tests are unskipped - DONE * Finish cleanup ** Do we need `self.schedule_view_change_completion_check(self._view_change_timeout)` in `on_view_change_start` - [DONE|https://github.com/hyperledger/indy-plenum/pull/1371] ** Do we need `replica.on_view_change_start()` - [DONE|https://github.com/hyperledger/indy-plenum/pull/1371] ** Remove `notify_view_change_complete` - [DONE|https://github.com/hyperledger/indy-plenum/pull/1371] ** Do we need `primaryChanged` in replica - TBD * Do more load testing * Improve simulation tests if needed * Fix the issue with primary selection when Node txns are in flight IN PROGRESS [~<USER>,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,3,0,0,0,1,0
ISSUE-206367,Knowledge transfer on Indy build processes,"To provide for steward support, we need to disseminate understanding of the Indy node build processes more widely. Please provide time and documentation to educate [~<USER> and others as directed on the processes used to build the various parts of indy.",0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,3,0,0,0,1,0
ISSUE-205283,Support ubuntu 20.04 in system tests,Need to update system tests to support ubuntu 20.04 testing env. Acceptance criteria: # test pool can be run in ubuntu 20.04 env (all nodes the same env for now) # client might be run in any env # no tests regression,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ISSUE-206407,generate_indy_pool_transactions can be run only by indy user,"Steps to Reproduce: 1. Setup the machine with installed sovrin package. 2. Set yourself as any user differ from _indy_. 3. Try to generate transactions to connect to some test network: generate_indy_pool_transactions --nodes 4 --clients 4 --ips '10.20.30.201,10.20.30.202,10.20.30.203,10.20.30.204' *Actual Results:* Permission denied error appear for file /etc/indy/indy_config.py, transaction file was not generated. *Expected Result:* generate_indy_pool_transactions should work without errors. *Additional Information:* Ticket priority is Highest because this problem appears in agent installation script for vagrant, so one performing GST is impossible on vagrant pool. Problem is actual only for master version of vagrant scripts. Stable version of vagrant scripts work well. Problem also reproduces on the latest version for not vagrant setup.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ISSUE-206381,ATTRIB transaction with ENC and HASH doesn't work,Make sure that ATTRIB and GET_ATTRIB works correctly. Enable corresponding tests in indy-node. Update documentation in requests.md,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
ISSUE-205817,Research performance of static validation against message schema,"Each message (node and client one) is validated against Message Schema in the scope of static validation. According to metrics, it takes quite a lot of time. *Acceptance criteria* * Come with a plan (PoA) on how to improve performance. One of the following options is possible: * ** Everything is fine, and validation is slow just because of a huge number of messages ** There is an obvious issue in the code ** A fundamental change to the approach is proposed * Create a ticket for implementation of the proposed solution",0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,3,0,0,0,1,0
ISSUE-207214,The CLI initialization becomes too slow,The call CLI (cmd: _*sovrin)*_ takes tens seconds after sometime of using. In the attachment there is a result of: python3 -m cProfile -o sovrin.prof `which sovrin`,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ISSUE-205760,POA: Delegate issuance to a processor,"*Story* As an organization issuing claims on an Indy network, I want to be able to delegate the issuing of credentials to a third party so that I benefit from them simplifying my business processes. Verifiers of those credentials should see that they came from me as the controller, but should also be able to identify the processor for audit purposes. *Requirements* * The controller should be able to change processors by updating the credential definition, but the history of processors should be retained. *Acceptance Criteria* * Create a plan * Get architectural review of the plan from stakeholders including Evernym and the Sovrin Foundation * Create the necessary issues *Possible Approaches* _Add issuer field to cred def transactions_ When using delegation, where one company (the processor) issues credentials for another (the controller), to the verifier the claims appear to have come from the controller. This is fine, but we also need to be able to tell that the processor was involved with issuing the claim. To do this, please add an additional field to cred def transactions called """"issuer"""". The value of the field will be a DID that will be set by the controller before it is written to the ledger. In addition it will be necessary for the verifier to be able to determine what cred def was used to make the claim in the proof. In the current proof format, the schema sequence number is provided for each claim, but the cred def sequence number is not. Other than parsing the ledger to find the cred def with a particular """"ref"""" and """"identifier"""", which would be very inefficient, there is not an apparent way for the verifier to find the correct cred def. If indeed there currently is no better way, then please also add a cred def sequence number to the claims in a proof. It will then be the responsibility of the verifier to retrieve the cred def from the ledger to determine the processor, when needed. Two very key customers currently need this capability, with more to follow. The additional field in the cred def allows the controller to show that he has delegated proof issuance to the processor who actually holds the private keys to the cred def. *Notes* This story introduces a new participant in credential verification. The 3-party story (issuer, prover, and verifier) is modified into a 4-party story, where the issuer is split into 2, the controller and the processor. Both will need DIDs on the network, so that the verifier is able to see that the credential is from the controller, by means of the processor.",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0
ISSUE-205269,Implement helper script for AWS pool operations with snapshots,"volumes and instances"""",Implement helper script for AWS pool operations with snapshots, volumes and instances to reduce switching time between upgrade and load AWS setups.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
ISSUE-207178,An upgrade should be idempotent,"*An upgrade is idempotent.* A txn to upgrade to version 5 should be allowed even if an earlier upgrade to v.5 has gone through. Given four nodes, if three are at v.5 and one is at v.4, then the one at v.4 will be upgraded. When it comes time for a particular node to upgrade, and it's already at v.5, it doesn't do anything. <USER>[9:27 AM] We partially have """"An upgrade is idempotent"""", i say partially since node on upgrade can run an additional script, we need to ensure changes done as part of the script are idempotent, we need a test which before any pool upgrade is sent applies the upgrade twice on each node and verifies the update to be idempotent.",0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,1,0
ISSUE-205965,Ledger upgrade transaction should specify a package name,"*Story* As an administrator of a node on an Indy Network, I want the upgrade transaction to specify my network specific package rather than generic Indy Node so that my network specific package can perform configuration and customization functions such as installing network specific plugins to the Plenum Ledger. *Acceptance Criteria* * The upgrade transaction should include a value containing the package that should be upgraded. Add a new (optional) parameter to POOL_UPGRADE txn with a package name. As of now this is IndyNode, and it should remain the default. https://github.com/hyperledger/indy-node/blob/master/docs/transactions.md#pool_upgrade *Notes* * The work for the Node upgrade script should use that value to call the platform specific package manager to install or update the package is tracked in INDY-1500. * The Sovrin network wants their network upgrades to call the Sovrin package instead of Indy Node. The Sovrin package depends on Indy Node. * There will be a new release of the Sovrin network package with each release of Indy Node.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
ISSUE-207326,Prove the pool upgrade mechanism by performing a noticeable upgrade test,This ticket is a placeholder task to prove the upgrade mechanism by performing an upgrade that has a noticeable difference. It can be done by laying down an additional file or making some other change that is driven by the new script migration process. Give a demo of this when complete.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
ISSUE-206117,Simple Timeout fixes of the current View Change protocol,"There are problems in existing View Change protocol (see INDY-1296 and INDY-1303). Although the correct way to deal with it is to implement PBFT View Change, we can try to have some fixes which can improve stability of the View Change. Possible fix (with options): # do not process any PrePrepares and Prepares above prepared_certificate. # [optional]: send COMMITs to all nodes ot make sure they order till their prepared certificates. # get rid of the logic on exiting on multiple rounds of catch-up without new txns caught-up. # [optional]: we may have some positive timeout for ordering till last_prepared # we may continue doing catch-ups all the time, or just do one catch-up at the end, or don't do them at all for simplicity.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
ISSUE-206655,As I Validator or Observer Node,"I need to be able to present Signed State Proof for the client request"""",- Support generation of State Proofs creation for client requests - https://github.com/hyperledger/indy-plenum/pull/364 - https://docs.google.com/document/d/1x94NtronycZUppYnO_847yJ06f33QT-L90xdL1ZbTiE/edit?ts=59a687f1#",0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,4,0,0,0,1,0
ISSUE-207231,eliminate runtime warnings that show during tests,"When we are running unit and integration tests, there are a few warnings. We need to either update the code to make the warnings disappear, or else prove to our satisfaction that the warnings are irrelevant, and disable them.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
ISSUE-206217,Clarify current permissible actions with DID's roles,Main assumptions: 1) only the person that did the operation can add them back 2) Trustee can perform any operation no matter who remove the role Findings: [Current state|https://docs.google.com/spreadsheets/d/1gG99pc3Zf9j15JE64GqF7o9HVbGujdqmwUuPmYnF0sQ/edit#gid=0],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ISSUE-205635,Enable PreViewChange Strategy,A PreViewChange strategy was implemented in the scope of INDY-1687 to speed-up and improve stability of the view change. It's currently disabled by default. *Acceptance criteria* * Make sure that it doesn't have any side-affects * Do more load testing (with regular view changes) with strategy enabled: ** do 10 NYMs per sec ** check that most of view changes are quite fast ** check that view changes don't lead to broken ledgers (all ledger are in sync eventually) ** enable the strategy by default,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0
ISSUE-205719,Validator info tool should show windowed throughput statistics,We already have windowed throughput measurements for write requests in monitor. It might be sensible to reuse this code for read throughput measurements as well and to use it in validator_info to avoid confusion (INDY-930). *Things to be determined:* * are we okay with windowed throughput measurements as implemented in monitor * should we use same window size for read and write request throughput measurements * should we use same window size for monitor and validator info * should we output used window size in validator info (it can be configurable and different stewards can potentially set according to their preferences) It would be nice to have input from [~<USER>.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ISSUE-205358,indy-node upgrade problem - No such directory,"_Environment_: 1 node each in BuilderNet and StagingNet > manually upgrading indy-node from 1.6.83 to 1.7.1 _Steps to Reproduce_: # Manual upgrade of nodes in BuilderNet and StagingNet is accomplished by following the steps in [How to upgrade a node manually|https://docs.google.com/document/d/1vUvbioL5OsmZMSkwRcu0p0jdttJO5VS8K3GhDLdNaoI/edit?ts=5ce41633] # sudo apt update # sudo systemctl stop indy-node # sudo systemctl stop indy-node-control # sudo apt-get install -y --allow-change-held-packages indy-node indy-plenum python3-indy-crypto libindy-crypto python3-base58 sovrin sovtoken sovtokenfees _Expected Behavior_: No errors during upgrade. _Observed Behavior_: The following output occurred after step 5 of """"How to upgrade a --node manually"""" (also step 5 in """"steps to reproduce"""" above) .................. The following additional packages will be installed: python3-packaging The following NEW packages will be installed: python3-packaging The following held packages will be changed: indy-node indy-plenum The following packages will be upgraded: indy-node indy-plenum 2 upgraded, 1 newly installed, 0 to remove and 116 not upgraded. Need to get 1,373 kB of archives. After this operation, 518 kB of additional disk space will be used. Do you want to continue? [Y/n] Y Get:1 [https://repo.sovrin.org/deb] xenial/stable amd64 python3-packaging amd64 19.0 [20.0 kB] Get:2 [https://repo.sovrin.org/deb] xenial/stable amd64 indy-node amd64 1.7.1 [515 kB] Get:3 [https://repo.sovrin.org/deb] xenial/stable amd64 indy-plenum amd64 1.7.1 [838 kB] Fetched 1,373 kB in 4s (312 kB/s) Selecting previously unselected package python3-packaging. (Reading database ... 217959 files and directories currently installed.) Preparing to unpack .../python3-packaging_19.0_amd64.deb ... Unpacking python3-packaging (19.0) ... Preparing to unpack .../indy-node_1.7.1_amd64.deb ... Unpacking indy-node (1.7.1) over (1.6.83) ... Preparing to unpack .../indy-plenum_1.7.1_amd64.deb ... Unpacking indy-plenum (1.7.1) over (1.6.58) ... Setting up python3-packaging (19.0) ... Setting up indy-plenum (1.7.1) ... Setting up indy-node (1.7.1) ... */var/lib/dpkg/info/indy-node.postinst: line 116: /etc/supervisor/indy-node.conf: No such file or directory* _..............._ _Notes_: I marked this as low because a workaround allowed us to upgrade the system despite the failure.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,1,0
ISSUE-206471,Validator-info tool is not working with build 1.2.49,"After installation of validator node try running """"validator-info -v"""" or just """"validator-info"""" as the indy user. *Error* """"There are no info files in /var/lib/indy"""" The validator-info.log file is present, but is empty.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-207259,[send NYM] Add verkey and update verkey commands don't work,"Build Info: sovrin-node 0.3.19 sovrin-client 0.3.20 Overview: Add verkey and update verkey commands don't work. Steps to Reproduce: 1. Add new key identifier. 2. Login as Trustee and add initial verkey to new identifier. 3. Login as new identifier by its key and update its own verkey. Actual Results: Command """"list ids with verkeys"""" returns incorrect verkeys (they differ from verkeys returned by """"send GET_NYM""""). Update verkey command (by its owner) throws not user-friendly error (screenshot) and doesn't work. Expected Results: Add verkey and update verkey commands should add and update verkey respectively. All errors due to this commands execution should be human-readable. Additional info: This issue blocks complex confirmation of INDY-110.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
