Issue_Id,Title,Description,amb_f_T,amb_f_TD,inc_f_T,inc_f_TD,amb_d_T,amb_d_TD,inc_d_T,inc_d_TD,amb_a_T,amb_a_TD,inc_a_T,inc_a_TD,amb_s_T,amb_s_TD,inc_s_T,inc_s_TD,sum_amb_T,sum_amb_TD,sum_inc_T,sum_inc_TD,Final_amb_T,Final_amb_TD,Final_inc_T,Final_inc_TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40070,DocTools: Allow linking to guides sections by name in Cloud docs,"Currently, JSDuck only creates anchors with numbered sections, like: #/guide/android-section-push_notifications This is relevant to the cloud docs, which use the JSDuck guides format. See the guides parser in lib/jsduck.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38806,Alloy Map sample code needs to be updated,http://docs.appcelerator.com/platform/latest/#!/api/Modules.Map-method-createAnnotation The Alloy map sample should be updated. } tag should be used instead of }.,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40752,As a Titanium developer,"I want to have access to complete and accurate APIDoc for Titanium/Database APIs"""",Titanium/Database/Database.yml Titanium/Database/DB.yml Titanium/Database/ResultSet.yml",1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,3,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38413,Update API Builder Doc landing page on Axway Doc Portal,The current landing page for API Builder on Axway Doc Portal needs to be updated to reflect the current release of the product. See attachment for an outline of how API Builder documentation needs to be structured on Axway Doc Portal.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40079,APIDoc: iOS: Sound player volume -- setting device volume,"Document handling device volume on iOS. See comments in cloned bug. Original bug description follows: h1. Problem description The volume of the sound player, especially on device, is really low; also setting the volume to 1.0 - loudest - does not make it very high. Volume does not depend on the device volume as well. h1. Steps to reproduce Just create a Sound player and run the code on a device: var player = Ti.Media.createSound(); player.play(); On the simulator the situation is a bit better, but overall the volume is quite low.",0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39208,Clarify 'autoStyle' docs,"The [autoStyle|https://wiki.appcelerator.org/display/guides2/Dynamic+Styles#DynamicStyles-Autostyle] section of the Alloy docs needs some clarification and more examples. bq. Autostyle is necessary to take full advantage of the addClass, removeClass and resetClass functionality to properly update the view as classes are removed and added. It's not clear what """"take full advantage"""" or """"properly update"""" means. Before/after examples of styling components without/with autoStyle would probably help. Edit: The preceding """"Modify TSS Styles"""" section explains autostyle better than the autostyle section. Just need to re-org those sections a bit.",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38600,Confirm and/or update Migrating Node.ACS Applications to Arrow page,"https://wiki.appcelerator.org/display/~<USER>Migrating+Node.ACS+Applications+to+Arrow Confirm and/or update the following: * Introduction * Create an Arrow project and CLI example * package.json * Express app instance and app.js code sample * socket.io instance and code samples * app.js and code samples * config.json, code samples, and router.extend table * controllers folder * filters folder * websockets folder * public folder * views folder * Run the Arrow project and cli sample * Publish the Arrow project and cli sample Fix capitalization on all sections",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40801,APIDoc: Background Gradient options not documented,Currently we don't really document these. Need to add a pseudotype for the background gradient object.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40937,APIDoc: Facebook code snippet not being rendered,"The code snippet at the top of [Titanium.Facebook|http://developer.appcelerator.com/apidoc/mobile/latest/Titanium.Facebook-module] is not being rendered properly. It should be: <property name=""""ti.facebook.appid"""">your_app_id_here</property>",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38132,Create and publish release note for CLI 7.0.6.RC,Create and publish release note for CLI 7.0.6.RC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38986,Android Themes guide needs serious updating,"The [Android Themes guide|http://docs.appcelerator.com/platform/latest/#/guide/Android_Action_Bar-section-36735509_AndroidActionBar-HidingtheActionBar] needs to be updated to add the option of using the above new theme as well as the option to select this theme via }. * We should get rid of information about Release 3.3.x and earlier as we don't support that anymore and all the branching makes the guides complex. * _Titanium Themes_ should come before _Built-in Themes_ to go from easy to complex. And probably _Build-in Themes_ should be _Android Themes_ to be less confusing. * I'm also not sure if the _Built-in Themes_ part is accurate for 4.x with Material Theme? * The _Material Theme_ should come before _Android Holo Colors Generator_ and _Android Action Bar Style Generator_ sections because it's easier. * The last two _Overriding..._ sections should come first, in a single paragraph on the different ways to set a theme (app, activity, window..) Since it's a lot and also involves removing stuff I didn't want to just go ahead but discuss it here first. Maybe [~<USER> can help out as he'll be doing a blog post on this?",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38790,Update and extend guide on Transitions,The [guide on Transitions|http://docs.appcelerator.com/platform/latest/#/api/openWindowParams-property-activityExitAnimation] we also have support for transitions on Android. The guide needs an update. The walkthrough on Android Transitions could be used: https://github.com/appcelerator-developer-relations/appc-sample-ti520/blob/master/docs/transitions.md,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38051,Ti.Platform.id documentation needs clarification,"Right now the docs for } are vague. Android """"might"""" be UDID (or not?), iOS previously was something else but not anymore. Overall, it is not very clear what exactly the } is, which is a unique identifier after all, but how unique is it? Can it change? It needs to be a more accurate description. Another thing that might need adding is a note this ID shouldn't be used for uniquely identifying users as their authentication, and the developer should expect this to change at some point, even if it isn't. A recent issue TIMOB-27175 popped up surrounding this topic.",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38667,Create and publish Studio 4.7.1.GA release note,Create and publish release note for Studio 4.7.1.GA.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38004,Link for 'Titanium.UI.iOS.SystemButton' seems to be broken,When clicking on the link for 'Titanium.UI.iOS.SystemButton' (under the removal/deprecation notice) from the following page https://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.iPhone.SystemButton the link is broken and takes me to main docs page.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38293,Create and publish release note for SDK 6.3.0.GA,Create and publish release note for SDK 6.2.3.GA.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39823,Guides: Update Launch options,"Need to update multiple instances of where we say Run/Debug/Package > iOS Device, iPhone Simulator, iPad Simulator, Android Emulator and Android Device due to changes to target names and options.",1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38256,Document required Android modules changes due to V8 changes,We require developers to recompile all their Android modules in 7.0.0 due to the breaking changes in V8. We definitely need a guide that devs can use to update their modules. Maybe we can even provide a small hook in our module-build that migrates it automatically. This is required before the GA.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39381,Node.ACS cannot catch stdout & stderr from child processes forked by app,acs command 'acs loglist' and 'acs logcat' are used to show logs from a Node.ACS app. This works only for the root process of an app. Outputs from child processes forked by the app root process will not be caught.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40888,APIDoc: remove from docs advice about passing functions cross-context,"as it is not recommended"""",As per conversations with Don, Blain, Steven and Fred prompted by changes brought about in iOS memory management, passing functions cross-context is no longer advisable. In fact, although it was possible, it was never fully recommended. Hence, remove the section in [Titanium.UI.Window-object > Passing Data|http://developer.appcelerator.com/apidoc/mobile/latest/Titanium.UI.Window-object#passing_data]. The recommended approach going forward is to pass simple objects, and JSON via custom events. This Q&A question prompted this discussion: [Fix for TIMOB-4237 is crashing my app. What is TIMOB-4237|http://developer.appcelerator.com/question/121670/fix-for-timob-4237-is-crashing-my-app-what-is-timob-4237]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39024,Migration: Node.ACS instructions should link new guide,The [migration page|https://web.appcelerator.com/product/migrate-app#node_acs_instructions] should link to the new [guide|http://docs.appcelerator.com/platform/latest/#!/guide/Migrating_Node.ACS_Applications_to_Arrow] to migrate/convert Node.ACS applications to Arrow] and visa versa.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38189,Update Pull Request Guide and Building SDK From source,"h5.Description A community member was attempting to follow our Pull Request Guide and noted that it is rather outdated, referencing the old scons method. We should update this and if possible avoid duplicating content between the docs and the readme in the repo References https://docs.appcelerator.com/platform/latest/#/guide/Building_the_Titanium_SDK_From_Source https://github.com/appcelerator/titanium_mobile#contributing https://github.com/appcelerator/titanium_mobile#building-locally",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38180,Ti.UI.WebView documentation broken/missing,"Right now the documentation seems to be completely missing, and it says it is just an abstract type. https://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.WebView *Expected Result* Docs should be visible again",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40251,"JDT install directions reference """"Helios"""" not """"Indigo"""" Eclipse platform","When Titanium Studio updated from the base """"Helios"""" Eclipse platform (3.6) to 3.7, we did not update the documentation references in some cases to refer to the new version. http://docs.appcelerator.com/titanium/2.1/index.html#!/guide/Installing_the_Java_Development_Tools",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38133,Create and publish release note for CLI 7.0.5.GA,Create and publish release note for CLI 7.0.5.GA.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40671,APIDoc: Filesystem.File.createTimestamp returns 0 on Android for resource files,"This method (and possibly others) don't provide any useful data for resource files on Android, since they don't actually have timestamps.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40346,APIDoc: Analytics doc should mention raw data export,Some analytics data isn't available in the analytics UI. Docs should make clear that this data is available through raw data export. Also update Ti Analytics guides doc & link API docs to relevant docs.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39667,ACS Custom Object Documentation Needs Corrected,I noticed this morning that the documentation for the show() method on custom objects has 'delete' verbiage which is very misleading and should be updated to reflect the method properly. http://docs.appcelerator.com/cloud/latest/#!/api/CustomObjects-method-show,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38873,Ti.UI.Android.openPreferences: Does not explain how to get a preference value,"Even though [~<USER> explicitly requested it in a comment on TIDOC-11, the PR for that ticket did not add documentation on how to *retrieve* a preference, which needs to be done via }. This should be documented here: http://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.Android-method-openPreferences",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39183,Please help review the error messages of on-demand-pricing node.ACS part,"We added some new messages for the on-demand-pricing feature of node.ACS, could you please help review them? Details: Messages will be shown to the end users: """"ERR_SERVER_NO_QUOTA"""": , description: this message will be shown to user when a user wants to publish an app to a certain size server, but the org doesn't have quota plan for that server type """"ERR_SERVER_QUOTA_USED_OUT"""": , description: this message will be shown to user when a user wants to publish an app to a certain size server, but the org has used all servers out for that server type """"ERR_SERVER_NO_ENOUGH_FREE"""": , description: this message will be shown to user when a user wants to publish an app to a certain size server, but the org doesn't have enough free servers fir tgat server type(e.g. the app will take 3 servers, but there are only 2 free servers available) """"SUCCESS_SERVER_NO_CHANGE_NEEDED"""": , description: this message will be shown to user when a user wants to change the app's server size to the same server size it's alreay running in. """"SUCCESS_SERVER_REDEPLOYED"""": , description: this message will be shown to user when a user wants to change the server size of an already deployed app. """"SUCCESS_SERVER_SIZE_UPDATED"""": description: this message will be shown to user when a user wants to change the server size of an app which has been created but not deployed. Internal error messages, to dashborad: """"ERR_ORG_ID_NOT_MATCH"""": , """"ERR_INVALID_DASHBOARD_PKG_INFO"""": , """"ERR_INVALID_DASHBOARD_SERVER_QUOTA"""": , """"ERR_UPDATE_SERVER_QUOTA_FAIL"""": , """"ERR_REMOVE_SERVER_QUOTA_FAIL"""": ,",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38123,Create and publish release note for SDK 7.4.0.GA,Create and publish SDK 7.4.0.GA release note.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-40183,Guides: Enhance doc for installing/using modules,"The ~/Library directory is used for new Studio and all CLI installs, not just on Lion as described in the doc. Also, ~/Library is not visible by default, so we should add instructions for showing it in finder. Running open ~/Library from the command line will do it. You can also change visibility permanently: http://osxdaily.com/2011/07/04/show-library-directory-in-mac-os-x-lion/ Also: it appears that we don't actually unzip modules placed in the SDK directory. Check install procedures for both CLI and Studio. Add troubleshooting section. In particular: the message when you get the version incorrect is very unhelpful. For troubleshooting, users can remove the version tag from tiapp.xml. Current instructions all call for editing the tiapp.xml file directly, instead of using the Studio Modules section. Fix that, too.",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38293,Create and publish release note for SDK 6.3.0.GA,Create and publish release note for SDK 6.3.0.GA.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-38201,Fix/Replace links to /cloud in the wiki docs,# https://wiki.appcelerator.org/display/guides2/push+notifications ** http (api): http://docs.appcelerator.com/cloud/latest/#/api/PushNotifications-method-notify ** http (api): http://docs.appcelerator.com/cloud/latest/#/api/PushNotifications needs to point to https://docs.appcelerator.com/arrowdb/latest/#!/api/PushNotifications,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISSUE-39132,Update docs template to better match new Dashboard look and feel,"Per APPTS-6972, the Dashboard global header is going to get a UI update, and Dashboard will be more of a portal to docs, videos, third-party content. The documentation site (docs.appcelerator.com) should try to include the main UI elements from the redesign, such as the header.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
