Issue_ID,Title,Description,amb_f_T,amb_f_TD,inc_f_T,inc_f_TD,amb_d_T,amb_d_TD,inc_d_T,inc_d_TD,amb_a_T,amb_a_TD,inc_a_T,inc_a_TD,amb_s_T,amb_s_TD,inc_s_T,inc_s_TD,sum_amb_T,sum_amb_TD,sum_inc_T,sum_inc_TD,Final_amb_T,Final_amb_TD,Final_inc_T,Final_inc_TD
ISSUE-253722,Add more host types to run on in Evergreen,Add more host types to Evergreen Linux variants so that Evergreen has an easier time finding available servers on which to run. Recommendation from build team: - rhel62-test - rhel62-small - rhel70-small - ubuntu1404-test - ubuntu1604-test - rhel62-large,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ISSUE-255096,remove ensureIndex() methods,Remove DBCollection.ensureIndex (all overloads) and DBCollection.resetIndexCache.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ISSUE-252635,Replace default signatory in Gradle signing plugin with notary service,The Gradle signing plugin by default uses the Bouncycastle implementation of OpenPGP to sign artifacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-252884,Revert NPE error handling in Reactive Streams driver,JAVARS-209 can now be removed thanks to JAVA-3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-252572,Median and Percentile Accumulators,h4. Summary Provide the ability to calculate median and percentile of the numeric values in the $group stage of the aggregation pipeline. h4. Motivation Percentile (and median,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,3,1,0,0,1,0
ISSUE-254092,DBCollection aggregate methods that take AggregationOptions fail to set slaveOk bit when read preference demands it,The DBCollection aggregate method overloads that take AggregationOptions fail to set slaveOk bit when read preference demands it. When connected to a replica set,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ISSUE-252719,Add tests for allowed cases when authSource is given but username is not,h4. Description of Drivers Ticket: https://jira.mongodb.org/browse/SPEC-1270 added an auth spec test which specified auth source and no username,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-254567,Regression applying read preference with tag set,I tried using replica sets with tagging and then to redirect reads from client to appropriate secondary with given tags. I followed instructions given http://docs.mongodb.org/manual/tutorial/configure-replica-set-tag-sets/ and http://docs.mongodb.org/ecosystem/drivers/java-replica-set-semantics/ I have tag secondary:0 and secondary:1 - and want my clients to load-balance between those two secondary nodes when reading data (query + aggregations) but I always get following error com.mongodb.MongoTimeoutException: Timed out after 30000 ms while waiting for a server that matches ReadPreferenceServerSelector{readPreference=secondary: [TagSet{[Tag{name='secondary',0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
ISSUE-253271,"Remove QueryBatchCursorFunctionalSpecification """"should get more from a secondary"""" test",Test only runs against replica sets. Seems to fail against 3.2 and 3.4 with auth and ssl enabled. cursor.next() | | | com.mongodb.MongoQueryException: Query failed with error code 96 and error message 'collection dropped between getMore calls' on server localhost:27019 com.mongodb.operation.QueryBatchCursor@44a06d88 (org.spockframework.runtime.ConditionFailedWithExceptionError) Condition failed with Exception: cursor.next() | | | com.mongodb.MongoQueryException: Query failed with error code 96 and error message 'collection dropped between getMore calls' on server localhost:27019 com.mongodb.operation.QueryBatchCursor@44a06d88 at com.mongodb.operation.QueryBatchCursorFunctionalSpecification.should get more from a secondary(QueryBatchCursorFunctionalSpecification.groovy:559) Caused by: com.mongodb.MongoQueryException: Query failed with error code 96 and error message 'collection dropped between getMore calls' on server localhost:27019 at com.mongodb.operation.QueryHelper.translateCommandException(QueryHelper.java:29) at com.mongodb.operation.QueryBatchCursor.getMore(QueryBatchCursor.java:229) at com.mongodb.operation.QueryBatchCursor.hasNext(QueryBatchCursor.java:115) at com.mongodb.operation.QueryBatchCursor.next(QueryBatchCursor.java:133) ... 1 more system-out: 00:44:06.777 [Test worker] INFO org.mongodb.driver.connection - Opened connection [connectionId{localValue:447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ISSUE-255652,Driver does not support field negation,"Field negation is outlined in the mongo docs here: http://www.mongodb.org/display/DOCS/Retrieving+a+Subset+of+Fields It is supported in the core of mongo but not in the Java Driver. For example: BasicDBObject fields = new BasicDBObject(); fields.put(""""somebigfield",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0
ISSUE-252711,Support package scanning for Discriminators,Currently classes using discriminators must either: * Be explicitly registered * Contain the whole class path including the package * Be named after the class and have the package path registered in the PojoCodecProvider. It would be simpler for users to use any Discriminator they like and support scanning for discriminators.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ISSUE-254972,Remove deprecated methods from MapReduceOutput,To remove: * constructor * getRaw() * getCommandResult(),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ISSUE-255595,Add getters/setters to MongoOptions class,To make easy the use of the MongoOptions configuration class with Spring framework.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ISSUE-254357,Add .save and .saveMany to MongoCollection,The simplicity of saving objects is lost with new API. See also JAVA-1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-253658,Name driver modules using Automatic-Module-Name,Until all the driver's dependencies commit to names for their respective modules,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
ISSUE-254032,GridFSDownloadStream - exception when destination buffer size != file chunk size,When using GridFSDownloadStream to download a file with multiple chunks,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
ISSUE-256021,JSON.parse() and serialize() do not preserve the _id field across serializations as expected,The current behavior might be intended,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ISSUE-254447,Improve runCommand API documentation,Clarify the intent and read preference used by the } methods. Where the commands are run are based on if a read preference is supplied: || method || read preference || use case || | } | primary | run write commands. \\ eg. create index,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
ISSUE-255432,Binary class should implements equals and hashCode,Currently it is not easy to compare Binary objects with each other.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ISSUE-253042,Java driver 3.11 page still says 3.10,h2. Description Java driver 3.11 page still says 3.10 [https://mongodb.github.io/mongo-java-driver/3.11/] h2. Scope of changes h2. Impact to Other Docs h2. MVP (Work and Date) h2. Resources (Scope or Design Docs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISSUE-253390,Change Stream startAtOperationTime MongoCommandException,This exception happens everytime I use ChangeStreamIterable.startAtOperationTime(): com.mongodb.MongoCommandException: Command failed with error 40674 (Location40674): 'Only one type of resume option is allowed,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0
